0.3923244,6.1913157,75.02764
0.1707913,5.689582,74.696
0.073994026,5.138313,76.15156
0.06638077,4.9820724,79.01961
0.16980898,5.041031,82.135544
0.82821774,3.7774167,74.86173
1.681489,2.5218327,62.682873
2.2940211,1.8871437,52.34369
3.587572,1.0197499,47.095203
9.452041,0.05821953,58.161335
23.334372,0.2959595,91.730835
35.500584,1.4458213,119.91781
40.546906,3.0273006,126.588936
40.45543,3.422692,116.94745
35.886745,2.5518718,106.84517
31.417175,2.3020709,89.09031
28.764786,1.8933955,79.125984
23.846031,1.1619258,80.77439
19.663248,0.88409233,80.75272
15.740805,0.7355648,74.75826
11.252925,0.5340082,71.6448
5.7220206,0.36465484,80.47324
1.1613667,0.18105586,93.62074
0.007684581,0.047698144,92.71966
0.2597832,0.01688937,91.82263
0.6897645,0.12517837,95.694046
1.4067156,0.22992739,96.84505
2.8481197,0.41563693,106.32594
4.3027635,0.46324125,124.36286
4.2433386,0.54298836,129.76024
3.2406154,0.47968984,120.52144
2.090428,0.3378551,107.71283
0.5792628,0.2743703,92.97343
0.0013975659,0.25951886,80.92503
0.28919172,0.32002142,78.97703
0.87461996,0.47637716,82.00561
1.4165416,0.54476637,86.33233
2.064345,0.42029312,89.09031
2.9478106,0.2681241,86.48807
4.7688813,0.27186638,78.46717
5.333692,0.3350936,75.17284
4.541602,0.35477132,82.048996
6.1893415,0.16135295,90.90727
8.922348,0.09803809,93.75987
12.338063,0.039755017,84.34176
17.768381,0.046716824,82.22241
12.583137,0.00190313,96.75077
7.3923483,0.0020097578,109.08383
7.6948338,0.022953618,102.703575
9.123744,0.05203823,91.70804
9.876277,0.042176034,79.50976
