1.0859386,2.6679206,0.04760488
1.3711818,3.3194287,0.047139928
4.3382225,9.000732,0.10200468
8.583248,13.745249,0.34428903
4.0545673,4.342991,0.17244747
0.19283752,0.008066417,1.1474825E-5
0.05040825,0.33174548,0.029117681
0.16887966,2.229539,0.035224948
0.74044114,10.839925,0.008429468
1.4845334,22.176546,0.012468808
1.3875256,18.1265,0.18321785
0.6010413,6.6660185,0.173323
0.26777655,1.7131765,0.08948986
0.4472021,0.07594088,0.10822751
0.17864862,3.1963782,0.0017994083
0.19283752,14.215234,0.2289626
0.9013639,13.368722,0.34475476
0.48422366,5.9370184,0.100896575
0.18087411,1.9275621,0.016940966
0.13999628,0.6874094,0.0013759735
0.031736128,0.21208374,0.04088867
0.006422285,0.038290158,0.013686458
0.05040825,0.3682943,0.017679714
